filename,clause_text
1277141_0001193125-15-184193_d923647dex99d2.htm,"(a) is or becomes publicly available other than as a result of a disclosure by the Receiving Party or its Representatives in violation of this Agreement or other obligation of confidentiality, or"
1277141_0001193125-15-184193_d923647dex99d2.htm,(b) is or becomes available to the Receiving Party
1277141_0001193125-15-184193_d923647dex99d2.htm,"on a non-confidential basis from a source (other than the Disclosing Party or its Representatives) who is not known by the Receiving Party to be prohibited from disclosing such information by a legal, contractual or fiduciary obligation, or"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(c) is already in the Receiving Party’s or its Representatives’ possession (other than information furnished by or on behalf of the Disclosing Party), or"
1277141_0001193125-15-184193_d923647dex99d2.htm,(d) is independently developed by a party or any of its Representatives without violating any of such party’s obligations hereunder or without reference to the Confidential Information.
1277141_0001193125-15-184193_d923647dex99d2.htm,"4. Unless otherwise agreed to by PBI in writing, and without limiting any communications permitted by the last sentence of Section 12,"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(a) all communications regarding the Transaction,"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(b) requests for additional information,"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(c) requests for facility tours or management meetings, and"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(d) discussions or questions regarding procedures, timing and terms of the Transaction, will be submitted or directed exclusively to one or more members of the Pitney Bowes Corporate Development Department (the “PBI Contacts”)."
1277141_0001193125-15-184193_d923647dex99d2.htm,Contact information for the PBI Contacts is included in Exhibit A to this Agreement.
1277141_0001193125-15-184193_d923647dex99d2.htm,"Unless otherwise agreed to by Borderfree in writing, and without limiting any communications permitted by the last sentence of Section 12,"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(a) all communications regarding the Transaction,"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(b) requests for additional information,"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(c) requests for facility tours or management meetings, and"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(d) discussions or questions regarding procedures, timing and terms of the Transaction, will be submitted or directed exclusively to any of the contacts at Borderfree included in Exhibit A to this Agreement (the “Borderfree Contacts”)."
1277141_0001193125-15-184193_d923647dex99d2.htm,"5. Notwithstanding anything to the contrary provided in this Agreement other than, and subject to, Section 12 of this Agreement, in the event the Receiving Party or any of its Representatives receives a request pursuant to or is required by law, rule, regulation, deposition, interrogatory, request for documents, subpoena, civil investigative demand or similar process or pursuant to a formal request from a regulatory examiner (any such requested or required disclosure, an “External Demand”) to disclose all or any part of the Disclosing Party’s Confidential Information or Transaction Information, the Receiving Party or its Representatives, as the case may be, agree to (to the extent practicable and legally permissible)"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(a) promptly notify the Disclosing Party of the existence, terms and circumstances surrounding such External Demand,"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(b) consult with the Disclosing Party on the advisability of taking legally available steps to resist or narrow such request or disclosure, and"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(c) assist the Disclosing Party, at the Disclosing Party’s expense, in seeking a protective order or other appropriate remedy to the extent available under the circumstances."
1277141_0001193125-15-184193_d923647dex99d2.htm,"In the event that such protective order or other remedy is not obtained, unless the Disclosing Party waives compliance with the provisions hereof, the Receiving Party or its Representatives, as the case may be, may disclose only that portion of the Confidential Information or Transaction Information which it or its Representatives are advised by counsel is legally required to be disclosed and to only those persons to whom the Receiving Party or its Representatives are advised by counsel are legally required to receive such information, and the Receiving Party and its Representatives shall, at the Disclosing Party’s expense, exercise commercially reasonable efforts to obtain assurance that confidential treatment will be accorded such Confidential Information or Transaction Information."
1277141_0001193125-15-184193_d923647dex99d2.htm,"For the avoidance of doubt, in no event shall PBI be permitted to make any disclosure of Confidential Information in response to any External Demand that arises from an action taken by PBI in violation of Section 12 of this Agreement."
1277141_0001193125-15-184193_d923647dex99d2.htm,6. Confidential Information shall remain the property of the Disclosing Party at all times.
1277141_0001193125-15-184193_d923647dex99d2.htm,"If the Receiving Party determines not to proceed with the Transaction, the Receiving Party will promptly inform the Disclosing Party of that decision and, in that case, upon the request of the Disclosing Party or any of its Representatives, the Receiving Party will:"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(a) destroy all copies of the written Confidential Information in the Receiving Party’s possession (other than any of your own Analyses), and"
1277141_0001193125-15-184193_d923647dex99d2.htm,"(b) promptly destroy all the Disclosing Party’s Analyses; provided however, that nothing in this Agreement shall require the destruction of investment memoranda prepared by the Receiving Party in the ordinary course of business and retained in accordance with the Receiving Party’s general retention policies or computer backup tapes or copies of Confidential Information or Analyses created pursuant to automated archiving or backup procedures; and provided further that the Receiving Party’s records department may retain one copy of such Confidential Information, subject to the terms of this Agreement, solely for compliance with legal or regulatory obligations or pursuant to its internal document retention policies."
1277141_0001193125-15-184193_d923647dex99d2.htm,"The Receiving Party will certify such destruction to the Disclosing Party, in writing signed by one of the Receiving Party’s authorized Representatives."
